554,581
593,464
557,345
458,271
335,269
14500,14511
14539,14394
14503,14275
14404,14201
14281,14199
2915,9388
7864,3581
7235,6282
7074,3158
3802,2395
8720,9935
11507,7182
8614,8631
14340,14391
11340,6667
1484,11717
8344,2646
7199,6884
11983,1976
12330,1225
1869,12154
12176,6709
7611,7840
12493,2591
12878,1840
846,10508
3605,6483
6976,7152
10544,1710
10710,1894
1409,11597
7456,11211
8102,7512
11782,1705
11433,1294
1568,10891
3083,8344
6373,6990
10325,1567
10202,1530
3456,10281
3387,8543
7001,7302
11477,1499
11282,1599
1711,11915
2705,8045
6097,5960
10228,1653
10415,1612
2745,12654
13384,12515
6078,8967
11619,1875
11582,1356
2546,12691
6601,6779
6088,5947
5887,828
7044,2779
3077,13596
11128,8589
6908,7354
10867,1697
11211,1079
1844,12040
8296,2189
6817,6867
12945,3370
12571,3143
2624,12263
3462,11382
7511,7927
13627,8723
13571,7674
873,10585
7132,5159
5065,4581
11555,1980
11856,1399
1283,10535
1135,10629
7557,8318
12130,2894
12841,1832
2668,12853
10264,4642
8492,5884
4401,2481
10668,4704
9426,13829
6206,10504
7530,7411
14063,12976
14340,14391
954,10727
3699,4331
6461,6431
10038,3072
394,461
1193,11584
1569,11479
7025,7404
10653,5166
11610,4240
2467,8990
3062,7428
3292,6989
10405,1663
9836,1404
2479,8344
11548,12543
3115,7593
11497,1657
11513,1223
1369,9994
7709,5385
6296,6407
10705,4716
6998,5208
1809,11459
11969,7004
10259,5509
7571,7909
7878,7417
1439,9112
7790,3406
6021,6257
10836,1363
11037,1838
1545,10159
10572,3143
10572,1218
7063,7487
7465,7177
2769,7963
3532,6491
3684,7229
5800,1451
3959,4923
1678,11264
9924,5678
11182,1730
14340,14391
14340,14391
5003,10403
4655,9949
7677,5063
8490,1199
4544,9720
10402,10180
10059,4644
10252,4715
10294,5158
9970,5141
4784,6915
4863,8277
4909,8450
8846,1046
4831,7393
4501,9559
8148,8746
8830,2259
3821,10347
6530,6864
6494,6473
7263,5119
6332,5860
6670,4819
6651,6562
6980,4219
14340,14391
8110,5375
7753,7364
8515,5813
3433,10784
1896,1521
7698,1535
4769,5575
6117,5043
8149,8250
8554,10004
14340,14391
8597,5669
14340,14391
2497,6363
824,8213
993,8493
1126,8348
1680,9050
1324,10856
6332,7174
1489,9266
1651,9634
1468,10136
6174,7146
1272,662
2627,12305
3353,8495
5536,8699
14340,14391
6235,8929
12539,2235
10907,9900
9669,9676
10242,4743
11260,3940
10859,4419
11444,4765
6855,4954
10712,3513
11956,3812
11422,3984
11080,4554
11373,4540
10072,3908
7217,5049
9606,3462
5060,4544
7038,6642
8004,7572
10112,3267
11154,6295
7958,7987
10122,9408
5691,5398
7092,9445
6373,9462
6342,9373
6682,10031
5435,11254
8044,3346
7126,9669
8375,10097
8184,10154
10747,1670
1798,4231
1347,6978
3595,5148
934,6742
873,8035
2969,9314
13616,8719
2013,9521
1340,9174
9915,1240
7023,4165
7590,2814
6902,7289
8933,5956
10320,10049
11680,7444
12709,6074
8842,9764
10739,8897
8654,1690
8476,1380
8336,1200
4765,4905
9374,1168
1270,8010
7915,2008
8189,1237
5655,5799
6168,6237
9815,5546
7738,5118
9295,5744
6274,1391
9862,6433
669,3235
10355,5384
12116,8720
10021,6471
13878,13555
6146,1517
8614,4557
8688,5633
4840,5187
7426,4977
6086,5889
11905,7349
5783,5156
14340,14391
7723,5556
2388,9505
4182,11589
2467,8856
2290,8954
3121,10972
2553,9838
3129,9158
1562,9228
4175,11510
3791,10809
3113,2160
4318,3910
3491,3817
932,4475
5179,11670
4135,9545
4797,10770
4587,3934
7362,10195
10262,10854
7148,1413
394,461
5604,3558
4985,3950
7392,3610
7790,7379
10721,3406
6182,6098
7351,4893
6114,4979
6340,4492
3697,4095
3815,3775
4016,3882
6094,3959
4675,4405
6894,4948
4972,3986
5241,4729
4729,4952
5782,3761
5918,3486
1884,4324
5334,3403
6359,3267
8133,3392
11544,6241
8680,2562
8621,3970
9262,3552
9704,4147
9814,4048
1898,1521
8969,3699
12789,1425
2847,1619
2906,1704
3394,1435
3108,1087
3236,1821
394,461
358,543
940,1110
394,461
12789,1425
1913,1537
2191,3312
2444,1261
2492,1298
2022,2243
554,581
593,464
557,345
458,271
335,269
14500,14511
14539,14394
14503,14275
14404,14201
14281,14199
2584,13535
7060,3144
6418,6576
8250,2410
10831,1653
4239,12110
9425,5580
8922,8656
10612,5617
8520,4860
2545,12551
11339,7533
7325,7317
12309,2206
10119,7043
2831,13272
11976,6863
8046,8315
12912,2743
11557,7508
2423,13495
3522,7836
6775,6688
13027,2611
12877,3031
3407,13609
7208,11171
7767,7550
13528,3442
13282,3603
6396,9438
6610,9376
6431,9091
12313,1802
12640,1961
4928,11656
14054,13509
8366,7737
12893,2737
13057,2035
1119,10695
7103,5277
7005,6307
8547,1066
11658,1783
1698,11808
12094,6709
7013,7390
13138,2740
12743,2330
3675,13145
13327,2338
6076,7055
11984,1545
13000,2772
4208,13507
4982,12473
7322,7460
13584,3801
13890,3979
2020,12590
7595,4077
5774,5596
12196,2185
11201,4795
3146,13015
12176,9401
7389,8438
13347,2997
12693,3221
1449,12038
6087,8931
6461,8253
8092,1371
10866,1069
2599,12635
8738,9321
5929,10430
12005,1672
12052,1400
414,491
1644,678
5688,8458
13426,3457
13028,3050
5017,13416
5162,10406
7544,8066
13822,4282
14025,4199
1110,12148
8334,6466
6829,6258
11360,1805
7827,873
4562,9449
8891,6596
7725,7214
12978,1964
11581,3982
2234,12161
4448,7479
4548,9114
1802,645
12830,1929
4060,12474
12466,6497
3126,7611
13201,3320
13622,2854
7890,3235
9447,4375
9107,6079
11017,4047
8093,3510
1222,11208
11304,5990
7821,7963
13038,3435
8131,3287
2491,12849
6454,4876
7400,7016
13102,1993
12949,1900
4305,13336
6206,8272
6879,8065
12840,2788
13276,2105
2607,13552
5558,5419
805,738
11990,1967
11656,2003
3449,13605
14340,14391
7547,7905
12867,2677
13139,2384
3627,12890
13688,5356
5537,5822
13441,4424
13163,3552
2443,13648
4178,11822
7688,7648
13859,4794
13741,5101
10185,3267
2978,1567
8859,2884
10408,3240
394,461
8482,5111
8892,4428
12531,5144
13887,13486
12072,4558
1556,10063
9772,4300
6659,4812
12014,2885
12201,2843
2665,9904
2593,9992
9953,5287
13524,4967
13178,4935
1377,6783
4671,2672
2862,7157
394,461
394,461
815,8258
847,7939
13125,13653
13960,13725
14322,13506
1661,7336
7109,6713
8651,6522
7980,7098
10409,2375
9471,8828
12029,7753
7821,7974
12099,6483
9064,8659
1641,10005
2203,9906
11984,2159
6873,7481
5972,8653
1116,10399
12552,2490
9659,9660
7906,7511
10099,5919
8035,7802
7773,8076
12911,3293
7375,8014
12070,3560
8854,8122
12956,5173
13023,5257
8480,8649
8435,7987
784,691
7087,4259
5710,5492
2060,7512
10704,2260
7939,3522
7719,5317
7811,5476
9862,9177
7762,5615
8245,7515
8590,8386
8603,6695
7450,8732
7027,7733
8594,8398
7925,7461
9105,8463
9130,7346
9056,8748
2805,3123
7544,3794
2202,13421
4417,1522
9115,2277
10676,9860
10923,3450
8308,14000
11449,8183
7421,11590
2831,9821
7047,10523
2246,9427
7606,8127
7488,8636
10509,10329
13262,12107
14340,14391
9073,9136
7725,11763
4669,9708
4647,9780
4143,9583
4261,9425
2876,5444
5926,9474
4580,9846
11195,5575
6373,9672
6829,9699
394,461
8841,8577
394,461
282,427
10351,10048
11216,10690
10479,10229
10430,9968
9691,9556
10954,10189
5841,13362
11107,8453
6541,9888
10640,7522
394,461
5900,13518
7573,11429
11596,9588
9875,9609
9657,11141
10221,13512
10005,4623
10108,14022
13933,11239
9982,3928
11031,13444
6917,13182
13664,10203
13258,9353
13999,9761
12480,13152
13124,13793
13044,12966
12480,13152
12968,13730
13645,13693
12267,12843
14340,14391
14400,14190
13995,13957
1096,1180
1135,1063
1099,944
1000,870
877,868
12020,11716
12059,11599
12023,11480
11924,11406
11801,11404
5594,5488
5778,5714
6276,6811
5039,5444
936,1060
6210,6243
6453,6620
6073,6448
6169,6565
6359,6201
6334,5697
6002,5860
6297,6270
5894,6528
6243,5670
7267,6659
7041,6925
6714,7177
7058,6860
6687,7341
6788,6686
6868,6545
6377,7026
6503,7145
6464,5733
7590,7858
6759,7369
11520,11268
9553,9444
7674,7668
6274,5750
6048,5679
5910,5628
5315,6118
6828,5863
7489,6972
5100,5966
5958,6233
5562,6015
6449,7322
5611,5619
5531,5320
5387,6024
5074,5657
5811,5776
6823,6338
6866,6493
6356,6880
6198,6762
7457,7557
5000,5308
5462,5106
5215,6096
5239,6092
5378,5167
6510,6133
6235,6148
6070,6428
5396,6202
6704,6384
6658,6074
6194,5734
6156,6428
6263,6262
7040,6604
7541,6779
7094,6706
7528,7143
6905,6353
7050,7322
4965,5208
5451,4621
4566,5021
4560,4630
5410,4900
5729,4990
6741,5870
6299,5933
5902,5660
4632,4814
5313,5215
5611,4908
5367,6229
5529,6297
4955,5196
6389,5847
6202,5940
6492,6461
5009,5753
5754,6409
6622,5927
6368,5842
6963,6267
5767,6317
7080,6220
7249,7104
6835,7433
7467,7584
7033,7468
7971,6904
936,1060
5585,5284
5472,5913
5551,5956
6348,5523
6917,6589
7091,6084
7114,7585
7412,7283
6859,7589
5431,4665
4976,4547
947,1068
2557,2637
5405,4979
5123,4778
5744,5238
5639,5568
5448,5525
5451,5448
5940,5243
5339,5104
6013,6327
5434,5617
5871,5449
8011,7505
6118,5490
6442,6489
6179,6407
5779,6443
4452,3548
4669,4386
4229,4880
4510,4624
4296,4606
4789,4069
5136,4745
4826,5016
4142,3266
4268,4525
3992,4690
4386,4273
4469,5352
5030,5582
4359,4497
4875,5051
4190,5112
5038,5626
4891,5154
5359,5576
1767,1814
4022,3209
6365,6972
6839,6532
3131,3158
3673,2704
3928,3698
7685,7598
7349,7254
3983,3833
4795,5499
4726,5012
4464,5396
4093,5003
5075,5608
5469,4891
5262,4388
4353,4709
4614,5311
4789,5045
7737,7074
8596,8306
8656,8268
8875,8663
9199,8641
8094,7234
7102,7177
7195,6825
8329,7943
8154,7474
3295,4200
9480,9080
1461,1440
7845,7454
2966,3561
11539,11296
2840,3658
3859,4333
3478,4197
3697,3909
5604,5170
5164,4655
5395,4950
5481,5484
5786,5375
5551,5475
8384,8158
5963,5937
5999,5428
6294,5465
10178,10063
10599,9861
10293,10156
12323,10991
11799,11379
11791,11305
10005,9130
11277,10593
11860,11596
11978,11592
9513,9193
9488,8734
9146,8426
8687,8451
8379,8793
8404,9253
8746,9560
9206,9536
3888,4237
4461,3848
13981,15015
14254,14478
14339,13523
13790,14893
4342,4575
4679,4958
8856,9564
9206,9536
9442,8896
9627,9213
9213,8386
9143,8381
8584,8981
8404,9253
14544,4048
14254,3965
4534,14279
4364,14410
13887,3549
14596,4446
4688,14134
4128,15008
5650,4049
5650,4476
3150,4041
3150,4431
12841,14109
12805,13401
15104,14140
15108,13425
8746,9560
9206,9536
9513,9193
9488,8734
9146,8426
8687,8451
8379,8793
8404,9253
12511,4494
12944,5080
3076,13824
3512,13724
12309,4366
12601,4097
2885,14525
4003,12649
8765,9584
9422,9623
9501,8827
9443,8852
9146,8426
8687,8451
8511,9067
8404,9253
14260,13164
14535,13809
4581,4237
4478,4396
4483,4756
4362,4693
14098,13322
14821,13108
8842,9545
9206,9536
9595,8834
9562,9123
9146,8426
8799,8432
8523,8806
8632,9091
3976,13874
3972,13149
4798,13440
5144,14255
13835,3673
14088,3371
13871,3275
14055,3310
4398,3351
5075,2989
14378,13780
14231,13562
13945,13057
13837,13135
4069,3551
3527,4068
8836,9578
9321,9706
14361,3896
14246,4148
13945,13057
13837,13135
14342,3414
14008,2870
8836,9578
9251,9421
14165,4098
14577,3931
13945,13057
13837,13135
14269,4052
14516,3863
3322,13252
4493,12906
4431,13166
3462,13021
13945,13057
13837,13135
14478,4205
14516,3863
12866,13618
13201,13047
15019,13977
14967,13993
13945,13057
13837,13135
14478,4205
14516,3863
13483,3408
13178,3573
14381,4384
14575,4284
13945,13057
13837,13135
14478,4205
14516,3863
9012,8300
9012,8300
8826,8726
9180,8721
9012,8300
9012,8300
9012,8300
9012,8300
9513,9193
9488,8734
9146,8426
8687,8451
8379,8793
8404,9253
8746,9560
9206,9536
13862,3224
14000,2995
13694,3514
15110,4390
14838,14351
14134,14339
14679,14262
14816,15001
8746,9560
9206,9536
9513,9193
9488,8734
9146,8426
8687,8451
8379,8793
8404,9253
3624,13183
3991,13259
5171,4052
4287,4508
3928,13132
4539,13366
5000,4181
4601,4378
14933,13235
14345,12873
14142,4260
14530,3968
14246,3469
13276,3864
13484,14123
13121,13136
9145,9720
9154,9589
9513,9193
9276,9026
9046,8370
8866,8555
8383,9127
8176,9224
3021,13689
4302,13338
4417,13255
4522,13702
4331,4351
4622,3233
4091,4730
4397,3953
15063,13561
14802,13082
14303,3920
14722,3709
13584,3436
13834,2708
14548,13153
15087,13055
3241,4618
3648,3259
2987,13872
4180,13696
3882,3761
3488,3305
3464,13634
3275,13540
8746,9560
9206,9536
9494,9163
9748,9021
9119,8402
8910,8682
8330,9052
8404,9253
13931,13586
14780,13082
12974,4726
12681,5034
13375,4274
15256,2862
14103,13632
14002,13416
3237,3966
3191,3917
4001,13843
2979,13753
3630,3255
3313,3557
5258,14560
4407,13705
8930,9310
9137,9607
4990,13339
4808,13697
13442,3644
13376,3665
14893,3489
14653,3561
9114,9780
9104,9642
4990,13339
4808,13697
14014,2922
13276,2722
8279,9074
8404,9253
9012,8300
9012,8300
9012,8300
9012,8300
9012,8300
9012,8300
8826,8726
9180,8721
554,581
593,464
557,345
458,271
335,269
14500,14511
14539,14394
14503,14275
14404,14201
14281,14199
2276,13312
8359,3540
6664,6606
10360,3113
8128,3476
4415,11782
